Elem,Thickness (mm),SCF,curve_type
38994,18,1,DNV-CD
38996,18,1,DNV-CD
38997,18,1,DNV-CD
39003,18,1,DNV-CD
39005,18,1,DNV-CD
39006,18,1,DNV-CD
39007,18,1,DNV-CD
39008,18,1,DNV-CD
39009,18,1,DNV-CD
39010,18,1,DNV-CD
39163,18,1,DNV-CD
39164,18,1,DNV-CD
39165,18,1,DNV-CD
39166,18,1,DNV-CD
39167,18,1,DNV-CD
39168,18,1,DNV-CD
39169,18,1,DNV-CD
39170,18,1,DNV-CD
39171,18,1,DNV-CD
39172,18,1,DNV-CD
39173,18,1,DNV-CD
39174,18,1,DNV-CD
39175,18,1,DNV-CD
39176,18,1,DNV-CD
39177,18,1,DNV-CD
39178,18,1,DNV-CD
39179,18,1,DNV-CD
39180,18,1,DNV-CD
39181,18,1,DNV-CD
39182,18,1,DNV-CD
39183,18,1,DNV-CD
39184,18,1,DNV-CD
39185,18,1,DNV-CD
39186,18,1,DNV-CD
39187,18,1,DNV-CD
39188,18,1,DNV-CD
39189,18,1,DNV-CD
39190,18,1,DNV-CD
39191,18,1,DNV-CD
39192,18,1,DNV-CD
39193,18,1,DNV-CD
39194,18,1,DNV-CD
39195,18,1,DNV-CD
39196,18,1,DNV-CD
39197,18,1,DNV-CD
39198,18,1,DNV-CD
39199,18,1,DNV-CD
39200,18,1,DNV-CD
39201,18,1,DNV-CD
39202,18,1,DNV-CD
39203,18,1,DNV-CD
39204,18,1,DNV-CD
39205,18,1,DNV-CD
39206,18,1,DNV-CD
39207,18,1,DNV-CD
39208,18,1,DNV-CD
39209,18,1,DNV-CD
39210,18,1,DNV-CD
39211,18,1,DNV-CD
39212,18,1,DNV-CD
39213,18,1,DNV-CD
39214,18,1,DNV-CD
39215,18,1,DNV-CD
39216,18,1,DNV-CD
39217,18,1,DNV-CD
39218,18,1,DNV-CD
39219,18,1,DNV-CD
39220,18,1,DNV-CD
39221,18,1,DNV-CD
39222,18,1,DNV-CD
39223,18,1,DNV-CD
39224,18,1,DNV-CD
39225,18,1,DNV-CD
39226,18,1,DNV-CD
39227,18,1,DNV-CD
39228,18,1,DNV-CD
39229,18,1,DNV-CD
39230,18,1,DNV-CD
39231,18,1,DNV-CD
39232,18,1,DNV-CD
39233,18,1,DNV-CD
39234,18,1,DNV-CD
39235,18,1,DNV-CD
39236,18,1,DNV-CD
39237,18,1,DNV-CD
39238,18,1,DNV-CD
39239,18,1,DNV-CD
39240,18,1,DNV-CD
39241,18,1,DNV-CD
39242,18,1,DNV-CD
39243,18,1,DNV-CD
39244,18,1,DNV-CD
39245,18,1,DNV-CD
39246,18,1,DNV-CD
39247,18,1,DNV-CD
39248,18,1,DNV-CD
39249,18,1,DNV-CD
39250,18,1,DNV-CD
39251,18,1,DNV-CD
39252,18,1,DNV-CD
39253,18,1,DNV-CD
39254,18,1,DNV-CD
39255,18,1,DNV-CD
39256,18,1,DNV-CD
39257,18,1,DNV-CD
39258,18,1,DNV-CD
39259,18,1,DNV-CD
39260,18,1,DNV-CD
39261,18,1,DNV-CD
39262,18,1,DNV-CD
39263,18,1,DNV-CD
39264,18,1,DNV-CD
39265,18,1,DNV-CD
39266,18,1,DNV-CD
39267,18,1,DNV-CD
39268,18,1,DNV-CD
39269,18,1,DNV-CD
39270,18,1,DNV-CD
39271,18,1,DNV-CD
39272,18,1,DNV-CD
39273,18,1,DNV-CD
39274,18,1,DNV-CD
39275,18,1,DNV-CD
39276,18,1,DNV-CD
39277,18,1,DNV-CD
39278,18,1,DNV-CD
39279,18,1,DNV-CD
39280,18,1,DNV-CD
39281,18,1,DNV-CD
39282,18,1,DNV-CD
39283,18,1,DNV-CD
39284,18,1,DNV-CD
39285,18,1,DNV-CD
39286,18,1,DNV-CD
39287,18,1,DNV-CD
39288,18,1,DNV-CD
39289,18,1,DNV-CD
39290,18,1,DNV-CD
39291,18,1,DNV-CD
39292,18,1,DNV-CD
39293,18,1,DNV-CD
39294,18,1,DNV-CD
39295,18,1,DNV-CD
39296,18,1,DNV-CD
39297,18,1,DNV-CD
39298,18,1,DNV-CD
39299,18,1,DNV-CD
39300,18,1,DNV-CD
39301,18,1,DNV-CD
39302,18,1,DNV-CD
39303,18,1,DNV-CD
39304,18,1,DNV-CD
39305,18,1,DNV-CD
39306,18,1,DNV-CD
39307,18,1,DNV-CD
39308,18,1,DNV-CD
39309,18,1,DNV-CD
39310,18,1,DNV-CD
39311,18,1,DNV-CD
39312,18,1,DNV-CD
39313,18,1,DNV-CD
39314,18,1,DNV-CD
39315,18,1,DNV-CD
39316,18,1,DNV-CD
39317,18,1,DNV-CD
39318,18,1,DNV-CD
39319,18,1,DNV-CD
39320,18,1,DNV-CD
39321,18,1,DNV-CD
39322,18,1,DNV-CD
39323,18,1,DNV-CD
39324,18,1,DNV-CD
39325,18,1,DNV-CD
39326,18,1,DNV-CD
39327,18,1,DNV-CD
39328,18,1,DNV-CD
39329,18,1,DNV-CD
39330,18,1,DNV-CD
39331,18,1,DNV-CD
39332,18,1,DNV-CD
39333,18,1,DNV-CD
39334,18,1,DNV-CD
39335,18,1,DNV-CD
39336,18,1,DNV-CD
39337,18,1,DNV-CD
39338,18,1,DNV-CD
39339,18,1,DNV-CD
39340,18,1,DNV-CD
39341,18,1,DNV-CD
39342,18,1,DNV-CD
39343,18,1,DNV-CD
39344,18,1,DNV-CD
39345,18,1,DNV-CD
39346,18,1,DNV-CD
39347,18,1,DNV-CD
39348,18,1,DNV-CD
39349,18,1,DNV-CD
39350,18,1,DNV-CD
39351,18,1,DNV-CD
39352,18,1,DNV-CD
39353,18,1,DNV-CD
39354,18,1,DNV-CD
39355,18,1,DNV-CD
39356,18,1,DNV-CD
39357,18,1,DNV-CD
39358,18,1,DNV-CD
39359,18,1,DNV-CD
39360,18,1,DNV-CD
39361,18,1,DNV-CD
39362,18,1,DNV-CD
39363,18,1,DNV-CD
39364,18,1,DNV-CD
39365,18,1,DNV-CD
39366,18,1,DNV-CD
39367,18,1,DNV-CD
39368,18,1,DNV-CD
39369,18,1,DNV-CD
39370,18,1,DNV-CD
39371,18,1,DNV-CD
39372,18,1,DNV-CD
39373,18,1,DNV-CD
39374,18,1,DNV-CD
39375,18,1,DNV-CD
39376,18,1,DNV-CD
39377,18,1,DNV-CD
39378,18,1,DNV-CD
39379,18,1,DNV-CD
39380,18,1,DNV-CD
39381,18,1,DNV-CD
39382,18,1,DNV-CD
39383,18,1,DNV-CD
39384,18,1,DNV-CD
39385,18,1,DNV-CD
39386,18,1,DNV-CD
39387,18,1,DNV-CD
39388,18,1,DNV-CD
39389,18,1,DNV-CD
39390,18,1,DNV-CD
39391,18,1,DNV-CD
39392,18,1,DNV-CD
39393,18,1,DNV-CD
39394,18,1,DNV-CD
39395,18,1,DNV-CD
39396,18,1,DNV-CD
39397,18,1,DNV-CD
39398,18,1,DNV-CD
39399,18,1,DNV-CD
39400,18,1,DNV-CD
39401,18,1,DNV-CD
39402,18,1,DNV-CD
39403,18,1,DNV-CD
39404,18,1,DNV-CD
39405,18,1,DNV-CD
39406,18,1,DNV-CD
39457,18,1,DNV-CD
39458,18,1,DNV-CD
39459,18,1,DNV-CD
39460,18,1,DNV-CD
39461,18,1,DNV-CD
39462,18,1,DNV-CD
39463,18,1,DNV-CD
39464,18,1,DNV-CD
39465,18,1,DNV-CD
39466,18,1,DNV-CD
39467,18,1,DNV-CD
39468,18,1,DNV-CD
39469,18,1,DNV-CD
39470,18,1,DNV-CD
39471,18,1,DNV-CD
39472,18,1,DNV-CD
39473,18,1,DNV-CD
39474,18,1,DNV-CD
39475,18,1,DNV-CD
39476,18,1,DNV-CD
39477,18,1,DNV-CD
39478,18,1,DNV-CD
39479,18,1,DNV-CD
39480,18,1,DNV-CD
39481,18,1,DNV-CD
39482,18,1,DNV-CD
39483,18,1,DNV-CD
39484,18,1,DNV-CD
39485,18,1,DNV-CD
39486,18,1,DNV-CD
39487,18,1,DNV-CD
39488,18,1,DNV-CD
39490,18,1,DNV-CD
39491,18,1,DNV-CD
39497,18,1,DNV-CD
39499,18,1,DNV-CD
39500,18,1,DNV-CD
39501,18,1,DNV-CD
39502,18,1,DNV-CD
39503,18,1,DNV-CD
39504,18,1,DNV-CD
39608,18,1,DNV-CD
39610,18,1,DNV-CD
39611,18,1,DNV-CD
39612,18,1,DNV-CD
39652,18,1,DNV-CD
39654,18,1,DNV-CD
39655,18,1,DNV-CD
39656,18,1,DNV-CD
39692,18,1,DNV-CD
39693,18,1,DNV-CD
39694,18,1,DNV-CD
39695,18,1,DNV-CD
39696,18,1,DNV-CD
39697,18,1,DNV-CD
39698,18,1,DNV-CD
39699,18,1,DNV-CD
39700,18,1,DNV-CD
39701,18,1,DNV-CD
39702,18,1,DNV-CD
39703,18,1,DNV-CD
39704,18,1,DNV-CD
39705,18,1,DNV-CD
39706,18,1,DNV-CD
39707,18,1,DNV-CD
39708,18,1,DNV-CD
39709,18,1,DNV-CD
39710,18,1,DNV-CD
39711,18,1,DNV-CD
39712,18,1,DNV-CD
39713,18,1,DNV-CD
39714,18,1,DNV-CD
39715,18,1,DNV-CD
39716,18,1,DNV-CD
39717,18,1,DNV-CD
39718,18,1,DNV-CD
39719,18,1,DNV-CD
39720,18,1,DNV-CD
39721,18,1,DNV-CD
39722,18,1,DNV-CD
39723,18,1,DNV-CD
39724,18,1,DNV-CD
39725,18,1,DNV-CD
39726,18,1,DNV-CD
39727,18,1,DNV-CD
39728,18,1,DNV-CD
39729,18,1,DNV-CD
39730,18,1,DNV-CD
39731,18,1,DNV-CD
39732,18,1,DNV-CD
39733,18,1,DNV-CD
39734,18,1,DNV-CD
39735,18,1,DNV-CD
39736,18,1,DNV-CD
39737,18,1,DNV-CD
39738,18,1,DNV-CD
39739,18,1,DNV-CD
39740,18,1,DNV-CD
39741,18,1,DNV-CD
39742,18,1,DNV-CD
39743,18,1,DNV-CD
39744,18,1,DNV-CD
39745,18,1,DNV-CD
39746,18,1,DNV-CD
39747,18,1,DNV-CD
39748,18,1,DNV-CD
39749,18,1,DNV-CD
39750,18,1,DNV-CD
39751,18,1,DNV-CD
39752,18,1,DNV-CD
39753,18,1,DNV-CD
39754,18,1,DNV-CD
39755,18,1,DNV-CD
39756,18,1,DNV-CD
39757,18,1,DNV-CD
39758,18,1,DNV-CD
39759,18,1,DNV-CD
39760,18,1,DNV-CD
39761,18,1,DNV-CD
39762,18,1,DNV-CD
39763,18,1,DNV-CD
39764,18,1,DNV-CD
39765,18,1,DNV-CD
39766,18,1,DNV-CD
39767,18,1,DNV-CD
39768,18,1,DNV-CD
39769,18,1,DNV-CD
39770,18,1,DNV-CD
39771,18,1,DNV-CD
39772,18,1,DNV-CD
39773,18,1,DNV-CD
39774,18,1,DNV-CD
39775,18,1,DNV-CD
39776,18,1,DNV-CD
39777,18,1,DNV-CD
39778,18,1,DNV-CD
39779,18,1,DNV-CD
39780,18,1,DNV-CD
39781,18,1,DNV-CD
39782,18,1,DNV-CD
39783,18,1,DNV-CD
39784,18,1,DNV-CD
39785,18,1,DNV-CD
39786,18,1,DNV-CD
39787,18,1,DNV-CD
39788,18,1,DNV-CD
39789,18,1,DNV-CD
39790,18,1,DNV-CD
39791,18,1,DNV-CD
39792,18,1,DNV-CD
39793,18,1,DNV-CD
39794,18,1,DNV-CD
39795,18,1,DNV-CD
39796,18,1,DNV-CD
39797,18,1,DNV-CD
39798,18,1,DNV-CD
39799,18,1,DNV-CD
39800,18,1,DNV-CD
39801,18,1,DNV-CD
39802,18,1,DNV-CD
39803,18,1,DNV-CD
39804,18,1,DNV-CD
39805,18,1,DNV-CD
39806,18,1,DNV-CD
39807,18,1,DNV-CD
39808,18,1,DNV-CD
39809,18,1,DNV-CD
39810,18,1,DNV-CD
39811,18,1,DNV-CD
39812,18,1,DNV-CD
39813,18,1,DNV-CD
39814,18,1,DNV-CD
39815,18,1,DNV-CD
39816,18,1,DNV-CD
39817,18,1,DNV-CD
39818,18,1,DNV-CD
39819,18,1,DNV-CD
39846,18,1,DNV-CD
39847,18,1,DNV-CD
39849,18,1,DNV-CD
39850,18,1,DNV-CD
39851,18,1,DNV-CD
39852,18,1,DNV-CD
39853,18,1,DNV-CD
39854,18,1,DNV-CD
39855,18,1,DNV-CD
39857,18,1,DNV-CD
39858,18,1,DNV-CD
39860,18,1,DNV-CD
39861,18,1,DNV-CD
39862,18,1,DNV-CD
39863,18,1,DNV-CD
39864,18,1,DNV-CD
39865,18,1,DNV-CD
39866,18,1,DNV-CD
39868,18,1,DNV-CD
39869,18,1,DNV-CD
39870,18,1,DNV-CD
39871,18,1,DNV-CD
39872,18,1,DNV-CD
39873,18,1,DNV-CD
39874,18,1,DNV-CD
39875,18,1,DNV-CD
39902,18,1,DNV-CD
39903,18,1,DNV-CD
39905,18,1,DNV-CD
39906,18,1,DNV-CD
39907,18,1,DNV-CD
39908,18,1,DNV-CD
39909,18,1,DNV-CD
39910,18,1,DNV-CD
39911,18,1,DNV-CD
39913,18,1,DNV-CD
39914,18,1,DNV-CD
39916,18,1,DNV-CD
39917,18,1,DNV-CD
39918,18,1,DNV-CD
39919,18,1,DNV-CD
39920,18,1,DNV-CD
39921,18,1,DNV-CD
39922,18,1,DNV-CD
39924,18,1,DNV-CD
39925,18,1,DNV-CD
39926,18,1,DNV-CD
39927,18,1,DNV-CD
39928,18,1,DNV-CD
39929,18,1,DNV-CD
39930,18,1,DNV-CD
39931,18,1,DNV-CD
39958,18,1,DNV-CD
39959,18,1,DNV-CD
39961,18,1,DNV-CD
39962,18,1,DNV-CD
39963,18,1,DNV-CD
39964,18,1,DNV-CD
39965,18,1,DNV-CD
39966,18,1,DNV-CD
39967,18,1,DNV-CD
39969,18,1,DNV-CD
39970,18,1,DNV-CD
39972,18,1,DNV-CD
39973,18,1,DNV-CD
39974,18,1,DNV-CD
39975,18,1,DNV-CD
39976,18,1,DNV-CD
39977,18,1,DNV-CD
39978,18,1,DNV-CD
39980,18,1,DNV-CD
39981,18,1,DNV-CD
39982,18,1,DNV-CD
39983,18,1,DNV-CD
39984,18,1,DNV-CD
39985,18,1,DNV-CD
39986,18,1,DNV-CD
39987,18,1,DNV-CD
40014,18,1,DNV-CD
40015,18,1,DNV-CD
40017,18,1,DNV-CD
40018,18,1,DNV-CD
40019,18,1,DNV-CD
40020,18,1,DNV-CD
40021,18,1,DNV-CD
40022,18,1,DNV-CD
40023,18,1,DNV-CD
40025,18,1,DNV-CD
40026,18,1,DNV-CD
40028,18,1,DNV-CD
40029,18,1,DNV-CD
40030,18,1,DNV-CD
40031,18,1,DNV-CD
40032,18,1,DNV-CD
40033,18,1,DNV-CD
40034,18,1,DNV-CD
40036,18,1,DNV-CD
40037,18,1,DNV-CD
40038,18,1,DNV-CD
40039,18,1,DNV-CD
40040,18,1,DNV-CD
40041,18,1,DNV-CD
40042,18,1,DNV-CD
40043,18,1,DNV-CD
40070,18,1,DNV-CD
40071,18,1,DNV-CD
40073,18,1,DNV-CD
40074,18,1,DNV-CD
40075,18,1,DNV-CD
40076,18,1,DNV-CD
40077,18,1,DNV-CD
40078,18,1,DNV-CD
40079,18,1,DNV-CD
40081,18,1,DNV-CD
40082,18,1,DNV-CD
40084,18,1,DNV-CD
40085,18,1,DNV-CD
40086,18,1,DNV-CD
40087,18,1,DNV-CD
40088,18,1,DNV-CD
40089,18,1,DNV-CD
40090,18,1,DNV-CD
40092,18,1,DNV-CD
40093,18,1,DNV-CD
40094,18,1,DNV-CD
40095,18,1,DNV-CD
40096,18,1,DNV-CD
40097,18,1,DNV-CD
40098,18,1,DNV-CD
40099,18,1,DNV-CD
40126,18,1,DNV-CD
40127,18,1,DNV-CD
40129,18,1,DNV-CD
40130,18,1,DNV-CD
40131,18,1,DNV-CD
40132,18,1,DNV-CD
40133,18,1,DNV-CD
40134,18,1,DNV-CD
40135,18,1,DNV-CD
40137,18,1,DNV-CD
40138,18,1,DNV-CD
40140,18,1,DNV-CD
40141,18,1,DNV-CD
40142,18,1,DNV-CD
40143,18,1,DNV-CD
40144,18,1,DNV-CD
40145,18,1,DNV-CD
40146,18,1,DNV-CD
40148,18,1,DNV-CD
40149,18,1,DNV-CD
40150,18,1,DNV-CD
40151,18,1,DNV-CD
40152,18,1,DNV-CD
40153,18,1,DNV-CD
40154,18,1,DNV-CD
40155,18,1,DNV-CD
40182,18,1,DNV-CD
40183,18,1,DNV-CD
40185,18,1,DNV-CD
40186,18,1,DNV-CD
40187,18,1,DNV-CD
40188,18,1,DNV-CD
40189,18,1,DNV-CD
40190,18,1,DNV-CD
40191,18,1,DNV-CD
40193,18,1,DNV-CD
40194,18,1,DNV-CD
40196,18,1,DNV-CD
40197,18,1,DNV-CD
40198,18,1,DNV-CD
40199,18,1,DNV-CD
40200,18,1,DNV-CD
40201,18,1,DNV-CD
40202,18,1,DNV-CD
40204,18,1,DNV-CD
40205,18,1,DNV-CD
40206,18,1,DNV-CD
40207,18,1,DNV-CD
40208,18,1,DNV-CD
40209,18,1,DNV-CD
40210,18,1,DNV-CD
40211,18,1,DNV-CD
40238,18,1,DNV-CD
40239,18,1,DNV-CD
40241,18,1,DNV-CD
40242,18,1,DNV-CD
40243,18,1,DNV-CD
40244,18,1,DNV-CD
40245,18,1,DNV-CD
40246,18,1,DNV-CD
40247,18,1,DNV-CD
40249,18,1,DNV-CD
40250,18,1,DNV-CD
40252,18,1,DNV-CD
40253,18,1,DNV-CD
40254,18,1,DNV-CD
40255,18,1,DNV-CD
40256,18,1,DNV-CD
40257,18,1,DNV-CD
40258,18,1,DNV-CD
40260,18,1,DNV-CD
40261,18,1,DNV-CD
40262,18,1,DNV-CD
40263,18,1,DNV-CD
40264,18,1,DNV-CD
40265,18,1,DNV-CD
40266,18,1,DNV-CD
40267,18,1,DNV-CD
40294,18,1,DNV-CD
40295,18,1,DNV-CD
40297,18,1,DNV-CD
40298,18,1,DNV-CD
40299,18,1,DNV-CD
40300,18,1,DNV-CD
40301,18,1,DNV-CD
40302,18,1,DNV-CD
40303,18,1,DNV-CD
40305,18,1,DNV-CD
40306,18,1,DNV-CD
40308,18,1,DNV-CD
40309,18,1,DNV-CD
40310,18,1,DNV-CD
40311,18,1,DNV-CD
40312,18,1,DNV-CD
40313,18,1,DNV-CD
40314,18,1,DNV-CD
40316,18,1,DNV-CD
40317,18,1,DNV-CD
40318,18,1,DNV-CD
40319,18,1,DNV-CD
40320,18,1,DNV-CD
40321,18,1,DNV-CD
40322,18,1,DNV-CD
40323,18,1,DNV-CD
40350,18,1,DNV-CD
40351,18,1,DNV-CD
40353,18,1,DNV-CD
40354,18,1,DNV-CD
40355,18,1,DNV-CD
40356,18,1,DNV-CD
40357,18,1,DNV-CD
40358,18,1,DNV-CD
40359,18,1,DNV-CD
40361,18,1,DNV-CD
40362,18,1,DNV-CD
40364,18,1,DNV-CD
40365,18,1,DNV-CD
40366,18,1,DNV-CD
40367,18,1,DNV-CD
40368,18,1,DNV-CD
40369,18,1,DNV-CD
40370,18,1,DNV-CD
40372,18,1,DNV-CD
40373,18,1,DNV-CD
40374,18,1,DNV-CD
40375,18,1,DNV-CD
40376,18,1,DNV-CD
40377,18,1,DNV-CD
40378,18,1,DNV-CD
40379,18,1,DNV-CD
40406,18,1,DNV-CD
40407,18,1,DNV-CD
40409,18,1,DNV-CD
40410,18,1,DNV-CD
40411,18,1,DNV-CD
40412,18,1,DNV-CD
40413,18,1,DNV-CD
40414,18,1,DNV-CD
40415,18,1,DNV-CD
40417,18,1,DNV-CD
40418,18,1,DNV-CD
40420,18,1,DNV-CD
40421,18,1,DNV-CD
40422,18,1,DNV-CD
40423,18,1,DNV-CD
40424,18,1,DNV-CD
40425,18,1,DNV-CD
40426,18,1,DNV-CD
40428,18,1,DNV-CD
40429,18,1,DNV-CD
40430,18,1,DNV-CD
40431,18,1,DNV-CD
40432,18,1,DNV-CD
40433,18,1,DNV-CD
40434,18,1,DNV-CD
40435,18,1,DNV-CD
40462,20,1,DNV-CD
40463,20,1,DNV-CD
40465,20,1,DNV-CD
40466,20,1,DNV-CD
40467,20,1,DNV-CD
40468,20,1,DNV-CD
40469,20,1,DNV-CD
40470,20,1,DNV-CD
40471,20,1,DNV-CD
40473,20,1,DNV-CD
40474,20,1,DNV-CD
40476,20,1,DNV-CD
40477,20,1,DNV-CD
40478,20,1,DNV-CD
40479,20,1,DNV-CD
40480,20,1,DNV-CD
40481,20,1,DNV-CD
40482,20,1,DNV-CD
40484,20,1,DNV-CD
40485,20,1,DNV-CD
40486,20,1,DNV-CD
40487,20,1,DNV-CD
40488,20,1,DNV-CD
40489,20,1,DNV-CD
40490,20,1,DNV-CD
40491,20,1,DNV-CD
40518,20,1,DNV-CD
40519,20,1,DNV-CD
40521,20,1,DNV-CD
40522,20,1,DNV-CD
40523,20,1,DNV-CD
40524,20,1,DNV-CD
40525,20,1,DNV-CD
40526,20,1,DNV-CD
40527,20,1,DNV-CD
40529,20,1,DNV-CD
40530,20,1,DNV-CD
40532,20,1,DNV-CD
40533,20,1,DNV-CD
40534,20,1,DNV-CD
40535,20,1,DNV-CD
40536,20,1,DNV-CD
40537,20,1,DNV-CD
40538,20,1,DNV-CD
40540,20,1,DNV-CD
40541,20,1,DNV-CD
40542,20,1,DNV-CD
40543,20,1,DNV-CD
40544,20,1,DNV-CD
40545,20,1,DNV-CD
40546,20,1,DNV-CD
40547,20,1,DNV-CD
40574,20,1,DNV-CD
40575,20,1,DNV-CD
40577,20,1,DNV-CD
40578,20,1,DNV-CD
40579,20,1,DNV-CD
40580,20,1,DNV-CD
40581,20,1,DNV-CD
40582,20,1,DNV-CD
40583,20,1,DNV-CD
40585,20,1,DNV-CD
40586,20,1,DNV-CD
40588,20,1,DNV-CD
40589,20,1,DNV-CD
40590,20,1,DNV-CD
40591,20,1,DNV-CD
40592,20,1,DNV-CD
40593,20,1,DNV-CD
40594,20,1,DNV-CD
40596,20,1,DNV-CD
40597,20,1,DNV-CD
40598,20,1,DNV-CD
40599,20,1,DNV-CD
40600,20,1,DNV-CD
40601,20,1,DNV-CD
40602,20,1,DNV-CD
40603,20,1,DNV-CD
40630,20,1,DNV-CD
40631,20,1,DNV-CD
40633,20,1,DNV-CD
40634,20,1,DNV-CD
40635,20,1,DNV-CD
40636,20,1,DNV-CD
40637,20,1,DNV-CD
40638,20,1,DNV-CD
40639,20,1,DNV-CD
40641,20,1,DNV-CD
40642,20,1,DNV-CD
40644,20,1,DNV-CD
40645,20,1,DNV-CD
40646,20,1,DNV-CD
40647,20,1,DNV-CD
40648,20,1,DNV-CD
40649,20,1,DNV-CD
40650,20,1,DNV-CD
40652,20,1,DNV-CD
40653,20,1,DNV-CD
40654,20,1,DNV-CD
40655,20,1,DNV-CD
40656,20,1,DNV-CD
40657,20,1,DNV-CD
40658,20,1,DNV-CD
40659,20,1,DNV-CD
40686,20,1,DNV-CD
40687,20,1,DNV-CD
40689,20,1,DNV-CD
40690,20,1,DNV-CD
40691,20,1,DNV-CD
40692,20,1,DNV-CD
40693,20,1,DNV-CD
40694,20,1,DNV-CD
40695,20,1,DNV-CD
40697,20,1,DNV-CD
40698,20,1,DNV-CD
40700,20,1,DNV-CD
40701,20,1,DNV-CD
40702,20,1,DNV-CD
40703,20,1,DNV-CD
40704,20,1,DNV-CD
40705,20,1,DNV-CD
40706,20,1,DNV-CD
40708,20,1,DNV-CD
40709,20,1,DNV-CD
40710,20,1,DNV-CD
40711,20,1,DNV-CD
40712,20,1,DNV-CD
40713,20,1,DNV-CD
40714,20,1,DNV-CD
40715,20,1,DNV-CD
40742,20,1,DNV-CD
40743,20,1,DNV-CD
40745,20,1,DNV-CD
40746,20,1,DNV-CD
40747,20,1,DNV-CD
40748,20,1,DNV-CD
40749,20,1,DNV-CD
40750,20,1,DNV-CD
40751,20,1,DNV-CD
40753,20,1,DNV-CD
40754,20,1,DNV-CD
40756,20,1,DNV-CD
40757,20,1,DNV-CD
40758,20,1,DNV-CD
40759,20,1,DNV-CD
40760,20,1,DNV-CD
40761,20,1,DNV-CD
40762,20,1,DNV-CD
40764,20,1,DNV-CD
40765,20,1,DNV-CD
40766,20,1,DNV-CD
40767,20,1,DNV-CD
40768,20,1,DNV-CD
40769,20,1,DNV-CD
40770,20,1,DNV-CD
40771,20,1,DNV-CD
40798,20,1,DNV-CD
40799,20,1,DNV-CD
40801,20,1,DNV-CD
40802,20,1,DNV-CD
40803,20,1,DNV-CD
40804,20,1,DNV-CD
40805,20,1,DNV-CD
40806,20,1,DNV-CD
40807,20,1,DNV-CD
40809,20,1,DNV-CD
40810,20,1,DNV-CD
40812,20,1,DNV-CD
40813,20,1,DNV-CD
40814,20,1,DNV-CD
40815,20,1,DNV-CD
40816,20,1,DNV-CD
40817,20,1,DNV-CD
40818,20,1,DNV-CD
40820,20,1,DNV-CD
40821,20,1,DNV-CD
40822,20,1,DNV-CD
40823,20,1,DNV-CD
40824,20,1,DNV-CD
40825,20,1,DNV-CD
40826,20,1,DNV-CD
40827,20,1,DNV-CD
40854,20,1,DNV-CD
40855,20,1,DNV-CD
40857,20,1,DNV-CD
40858,20,1,DNV-CD
40859,20,1,DNV-CD
40860,20,1,DNV-CD
40861,20,1,DNV-CD
40862,20,1,DNV-CD
40863,20,1,DNV-CD
40865,20,1,DNV-CD
40866,20,1,DNV-CD
40868,20,1,DNV-CD
40869,20,1,DNV-CD
40870,20,1,DNV-CD
40871,20,1,DNV-CD
40872,20,1,DNV-CD
40873,20,1,DNV-CD
40874,20,1,DNV-CD
40876,20,1,DNV-CD
40877,20,1,DNV-CD
40878,20,1,DNV-CD
40879,20,1,DNV-CD
40880,20,1,DNV-CD
40881,20,1,DNV-CD
40882,20,1,DNV-CD
40883,20,1,DNV-CD
40910,20,1,DNV-CD
40911,20,1,DNV-CD
40913,20,1,DNV-CD
40914,20,1,DNV-CD
40915,20,1,DNV-CD
40916,20,1,DNV-CD
40917,20,1,DNV-CD
40918,20,1,DNV-CD
40919,20,1,DNV-CD
40921,20,1,DNV-CD
40922,20,1,DNV-CD
40924,20,1,DNV-CD
40925,20,1,DNV-CD
40926,20,1,DNV-CD
40927,20,1,DNV-CD
40928,20,1,DNV-CD
40929,20,1,DNV-CD
40930,20,1,DNV-CD
40932,20,1,DNV-CD
40933,20,1,DNV-CD
40934,20,1,DNV-CD
40935,20,1,DNV-CD
40936,20,1,DNV-CD
40937,20,1,DNV-CD
40938,20,1,DNV-CD
40939,20,1,DNV-CD
40966,20,1,DNV-CD
40967,20,1,DNV-CD
40969,20,1,DNV-CD
40970,20,1,DNV-CD
40971,20,1,DNV-CD
40972,20,1,DNV-CD
40973,20,1,DNV-CD
40974,20,1,DNV-CD
40975,20,1,DNV-CD
40977,20,1,DNV-CD
40978,20,1,DNV-CD
40980,20,1,DNV-CD
40981,20,1,DNV-CD
40982,20,1,DNV-CD
40983,20,1,DNV-CD
40984,20,1,DNV-CD
40985,20,1,DNV-CD
40986,20,1,DNV-CD
40988,20,1,DNV-CD
40989,20,1,DNV-CD
40990,20,1,DNV-CD
40991,20,1,DNV-CD
40992,20,1,DNV-CD
40993,20,1,DNV-CD
40994,20,1,DNV-CD
40995,20,1,DNV-CD
41022,20,1,DNV-CD
41023,20,1,DNV-CD
41025,20,1,DNV-CD
41026,20,1,DNV-CD
41027,20,1,DNV-CD
41028,20,1,DNV-CD
41029,20,1,DNV-CD
41030,20,1,DNV-CD
41031,20,1,DNV-CD
41033,20,1,DNV-CD
41034,20,1,DNV-CD
41036,20,1,DNV-CD
41037,20,1,DNV-CD
41038,20,1,DNV-CD
41039,20,1,DNV-CD
41040,20,1,DNV-CD
41041,20,1,DNV-CD
41042,20,1,DNV-CD
41044,20,1,DNV-CD
41045,20,1,DNV-CD
41046,20,1,DNV-CD
