Elem,Thickness (mm),SCF,curve_type
138686,20,1,DNV-CD
138687,20,1,DNV-CD
138688,20,1,DNV-CD
138689,15,1,DNV-CD
138690,15,1,DNV-CD
138691,20,1,DNV-CD
138692,15,1,DNV-CD
138693,15,1,DNV-CD
138694,15,1,DNV-CD
138695,20,1,DNV-CD
138696,15,1,DNV-CD
138697,20,1,DNV-CD
138698,20,1,DNV-CD
138699,20,1,DNV-CD
138700,20,1,DNV-CD
138701,15,1,DNV-CD
138702,15,1,DNV-CD
138703,20,1,DNV-CD
138704,15,1,DNV-CD
138705,15,1,DNV-CD
138706,15,1,DNV-CD
138707,20,1,DNV-CD
138708,15,1,DNV-CD
138709,20,1,DNV-CD
138710,20,1,DNV-CD
138711,20,1,DNV-CD
138712,20,1,DNV-CD
138713,15,1,DNV-CD
138714,15,1,DNV-CD
138715,20,1,DNV-CD
138716,15,1,DNV-CD
138717,15,1,DNV-CD
138718,15,1,DNV-CD
138719,20,1,DNV-CD
138720,15,1,DNV-CD
138721,20,1,DNV-CD
138722,20,1,DNV-CD
138723,20,1,DNV-CD
138724,20,1,DNV-CD
138725,15,1,DNV-CD
138726,15,1,DNV-CD
138727,20,1,DNV-CD
138728,15,1,DNV-CD
138729,15,1,DNV-CD
138730,15,1,DNV-CD
138731,20,1,DNV-CD
138732,15,1,DNV-CD
138733,20,1,DNV-CD
138734,20,1,DNV-CD
138735,20,1,DNV-CD
138736,20,1,DNV-CD
138737,15,1,DNV-CD
138738,15,1,DNV-CD
138739,20,1,DNV-CD
138740,15,1,DNV-CD
138741,15,1,DNV-CD
138742,15,1,DNV-CD
138743,20,1,DNV-CD
138744,15,1,DNV-CD
138745,20,1,DNV-CD
138746,20,1,DNV-CD
138747,20,1,DNV-CD
138748,20,1,DNV-CD
138749,15,1,DNV-CD
138750,15,1,DNV-CD
138751,20,1,DNV-CD
138752,15,1,DNV-CD
138753,15,1,DNV-CD
138754,15,1,DNV-CD
138755,20,1,DNV-CD
138756,15,1,DNV-CD
138757,20,1,DNV-CD
138758,20,1,DNV-CD
138759,20,1,DNV-CD
138760,20,1,DNV-CD
138761,15,1,DNV-CD
138762,15,1,DNV-CD
138763,20,1,DNV-CD
138764,15,1,DNV-CD
138765,15,1,DNV-CD
138766,15,1,DNV-CD
138767,20,1,DNV-CD
138768,15,1,DNV-CD
138769,20,1,DNV-CD
138770,20,1,DNV-CD
138771,20,1,DNV-CD
138772,20,1,DNV-CD
138773,15,1,DNV-CD
138774,15,1,DNV-CD
138775,20,1,DNV-CD
138776,15,1,DNV-CD
138777,15,1,DNV-CD
138778,15,1,DNV-CD
138779,20,1,DNV-CD
138780,15,1,DNV-CD
138781,20,1,DNV-CD
138782,20,1,DNV-CD
138783,20,1,DNV-CD
138784,20,1,DNV-CD
138785,15,1,DNV-CD
138786,15,1,DNV-CD
138787,20,1,DNV-CD
138788,15,1,DNV-CD
138789,15,1,DNV-CD
138790,15,1,DNV-CD
138791,20,1,DNV-CD
138792,15,1,DNV-CD
138793,20,1,DNV-CD
138794,20,1,DNV-CD
138795,20,1,DNV-CD
138796,20,1,DNV-CD
138797,15,1,DNV-CD
138798,15,1,DNV-CD
138799,20,1,DNV-CD
138800,15,1,DNV-CD
138801,15,1,DNV-CD
138802,15,1,DNV-CD
138803,20,1,DNV-CD
138804,15,1,DNV-CD
138805,20,1,DNV-CD
138806,20,1,DNV-CD
138807,20,1,DNV-CD
138808,20,1,DNV-CD
138809,15,1,DNV-CD
138810,15,1,DNV-CD
138811,20,1,DNV-CD
138812,15,1,DNV-CD
138813,15,1,DNV-CD
138814,15,1,DNV-CD
138815,20,1,DNV-CD
138816,15,1,DNV-CD
138817,20,1,DNV-CD
138818,20,1,DNV-CD
138819,20,1,DNV-CD
138820,20,1,DNV-CD
138821,15,1,DNV-CD
138822,15,1,DNV-CD
138823,20,1,DNV-CD
138824,15,1,DNV-CD
138825,15,1,DNV-CD
138826,15,1,DNV-CD
138827,20,1,DNV-CD
138828,15,1,DNV-CD
138829,20,1,DNV-CD
138830,20,1,DNV-CD
138831,20,1,DNV-CD
138832,20,1,DNV-CD
138833,15,1,DNV-CD
138834,15,1,DNV-CD
138835,20,1,DNV-CD
138836,15,1,DNV-CD
138837,15,1,DNV-CD
138838,15,1,DNV-CD
138839,20,1,DNV-CD
138840,15,1,DNV-CD
138841,20,1,DNV-CD
138842,20,1,DNV-CD
138843,20,1,DNV-CD
138844,20,1,DNV-CD
138845,15,1,DNV-CD
138846,15,1,DNV-CD
138847,20,1,DNV-CD
138848,15,1,DNV-CD
138849,15,1,DNV-CD
138850,15,1,DNV-CD
138851,20,1,DNV-CD
138852,15,1,DNV-CD
138853,20,1,DNV-CD
138854,20,1,DNV-CD
138855,20,1,DNV-CD
138856,20,1,DNV-CD
138857,15,1,DNV-CD
138858,15,1,DNV-CD
138859,20,1,DNV-CD
138860,15,1,DNV-CD
138861,15,1,DNV-CD
138862,15,1,DNV-CD
138863,20,1,DNV-CD
138864,15,1,DNV-CD
138865,20,1,DNV-CD
138866,20,1,DNV-CD
138867,20,1,DNV-CD
138868,20,1,DNV-CD
138869,15,1,DNV-CD
138870,15,1,DNV-CD
138871,20,1,DNV-CD
138872,15,1,DNV-CD
138873,15,1,DNV-CD
138874,15,1,DNV-CD
138875,20,1,DNV-CD
138876,15,1,DNV-CD
138877,20,1,DNV-CD
138878,20,1,DNV-CD
138879,20,1,DNV-CD
138880,20,1,DNV-CD
138881,15,1,DNV-CD
138882,15,1,DNV-CD
138883,20,1,DNV-CD
138884,15,1,DNV-CD
138885,15,1,DNV-CD
138886,15,1,DNV-CD
138887,20,1,DNV-CD
138888,15,1,DNV-CD
138889,20,1,DNV-CD
138890,20,1,DNV-CD
138891,20,1,DNV-CD
138892,20,1,DNV-CD
138893,15,1,DNV-CD
138894,15,1,DNV-CD
138895,20,1,DNV-CD
138896,15,1,DNV-CD
138897,15,1,DNV-CD
138898,15,1,DNV-CD
138899,20,1,DNV-CD
138900,15,1,DNV-CD
138901,20,1,DNV-CD
138902,20,1,DNV-CD
138903,20,1,DNV-CD
138904,20,1,DNV-CD
138905,15,1,DNV-CD
138906,15,1,DNV-CD
138907,20,1,DNV-CD
138908,15,1,DNV-CD
138909,15,1,DNV-CD
138910,15,1,DNV-CD
138911,20,1,DNV-CD
138912,15,1,DNV-CD
138913,20,1,DNV-CD
138914,20,1,DNV-CD
138915,20,1,DNV-CD
138916,20,1,DNV-CD
138917,15,1,DNV-CD
138918,15,1,DNV-CD
138919,20,1,DNV-CD
138920,15,1,DNV-CD
138921,15,1,DNV-CD
138922,15,1,DNV-CD
138923,20,1,DNV-CD
138924,15,1,DNV-CD
138925,20,1,DNV-CD
138926,20,1,DNV-CD
138927,20,1,DNV-CD
138928,20,1,DNV-CD
138929,15,1,DNV-CD
138930,15,1,DNV-CD
138931,20,1,DNV-CD
138932,15,1,DNV-CD
138933,15,1,DNV-CD
138934,15,1,DNV-CD
138935,20,1,DNV-CD
138936,15,1,DNV-CD
138937,20,1,DNV-CD
138938,20,1,DNV-CD
138939,20,1,DNV-CD
138940,20,1,DNV-CD
138941,15,1,DNV-CD
138942,15,1,DNV-CD
138943,20,1,DNV-CD
138944,15,1,DNV-CD
138945,15,1,DNV-CD
138946,15,1,DNV-CD
138947,20,1,DNV-CD
138948,15,1,DNV-CD
138949,20,1,DNV-CD
138950,20,1,DNV-CD
138951,20,1,DNV-CD
138952,20,1,DNV-CD
138953,15,1,DNV-CD
138954,15,1,DNV-CD
138955,20,1,DNV-CD
138956,15,1,DNV-CD
138957,15,1,DNV-CD
138958,15,1,DNV-CD
138959,20,1,DNV-CD
138960,15,1,DNV-CD
138961,20,1,DNV-CD
138962,20,1,DNV-CD
138963,20,1,DNV-CD
138964,20,1,DNV-CD
138965,15,1,DNV-CD
138966,15,1,DNV-CD
138967,20,1,DNV-CD
138968,15,1,DNV-CD
138969,15,1,DNV-CD
138970,15,1,DNV-CD
138971,20,1,DNV-CD
138972,15,1,DNV-CD
138973,20,1,DNV-CD
138974,20,1,DNV-CD
138975,20,1,DNV-CD
138976,20,1,DNV-CD
138977,15,1,DNV-CD
138978,15,1,DNV-CD
138979,20,1,DNV-CD
138980,15,1,DNV-CD
138981,15,1,DNV-CD
138982,15,1,DNV-CD
138983,20,1,DNV-CD
138984,15,1,DNV-CD
138985,20,1,DNV-CD
138986,20,1,DNV-CD
138987,20,1,DNV-CD
138988,20,1,DNV-CD
138989,15,1,DNV-CD
138990,15,1,DNV-CD
138991,20,1,DNV-CD
138992,15,1,DNV-CD
138993,15,1,DNV-CD
138994,15,1,DNV-CD
138995,20,1,DNV-CD
138996,15,1,DNV-CD
138997,20,1,DNV-CD
138998,20,1,DNV-CD
138999,20,1,DNV-CD
139000,20,1,DNV-CD
139001,15,1,DNV-CD
139002,15,1,DNV-CD
139003,20,1,DNV-CD
139004,15,1,DNV-CD
139005,15,1,DNV-CD
139006,15,1,DNV-CD
139007,20,1,DNV-CD
139008,15,1,DNV-CD
139009,20,1,DNV-CD
139010,20,1,DNV-CD
139011,20,1,DNV-CD
139012,20,1,DNV-CD
139013,15,1,DNV-CD
139014,15,1,DNV-CD
139015,20,1,DNV-CD
139016,15,1,DNV-CD
139017,15,1,DNV-CD
139018,15,1,DNV-CD
139019,20,1,DNV-CD
139020,15,1,DNV-CD
139021,20,1,DNV-CD
139022,20,1,DNV-CD
139023,20,1,DNV-CD
139024,20,1,DNV-CD
139025,15,1,DNV-CD
139026,15,1,DNV-CD
139027,20,1,DNV-CD
139028,15,1,DNV-CD
139029,15,1,DNV-CD
139030,15,1,DNV-CD
139031,20,1,DNV-CD
139032,15,1,DNV-CD
139033,20,1,DNV-CD
139034,20,1,DNV-CD
139035,20,1,DNV-CD
139036,20,1,DNV-CD
139037,15,1,DNV-CD
139038,15,1,DNV-CD
139039,20,1,DNV-CD
139040,15,1,DNV-CD
139041,15,1,DNV-CD
139042,15,1,DNV-CD
139043,20,1,DNV-CD
139044,15,1,DNV-CD
139045,20,1,DNV-CD
139046,20,1,DNV-CD
139047,20,1,DNV-CD
139048,20,1,DNV-CD
139049,15,1,DNV-CD
139050,15,1,DNV-CD
139051,20,1,DNV-CD
139052,15,1,DNV-CD
139053,15,1,DNV-CD
139054,15,1,DNV-CD
139055,20,1,DNV-CD
139056,15,1,DNV-CD
139057,20,1,DNV-CD
139058,20,1,DNV-CD
139059,20,1,DNV-CD
139060,20,1,DNV-CD
139061,15,1,DNV-CD
139062,15,1,DNV-CD
139063,20,1,DNV-CD
139064,20,1,DNV-CD
139065,15,1,DNV-CD
139066,15,1,DNV-CD
139067,20,1,DNV-CD
139068,20,1,DNV-CD
139069,20,1,DNV-CD
139070,20,1,DNV-CD
139071,20,1,DNV-CD
139072,20,1,DNV-CD
139073,15,1,DNV-CD
139074,15,1,DNV-CD
139075,20,1,DNV-CD
139076,20,1,DNV-CD
139077,15,1,DNV-CD
139078,15,1,DNV-CD
139079,20,1,DNV-CD
139080,20,1,DNV-CD
139081,20,1,DNV-CD
139082,20,1,DNV-CD
139083,20,1,DNV-CD
139084,20,1,DNV-CD
139085,15,1,DNV-CD
139086,15,1,DNV-CD
139087,20,1,DNV-CD
139088,20,1,DNV-CD
139089,15,1,DNV-CD
139090,15,1,DNV-CD
139091,20,1,DNV-CD
139092,20,1,DNV-CD
139093,20,1,DNV-CD
139094,20,1,DNV-CD
139095,20,1,DNV-CD
139096,20,1,DNV-CD
139097,15,1,DNV-CD
139098,15,1,DNV-CD
139099,20,1,DNV-CD
139100,20,1,DNV-CD
139101,15,1,DNV-CD
139102,15,1,DNV-CD
139103,20,1,DNV-CD
139104,20,1,DNV-CD
139105,20,1,DNV-CD
139106,20,1,DNV-CD
139107,20,1,DNV-CD
139108,20,1,DNV-CD
139109,15,1,DNV-CD
139110,15,1,DNV-CD
139111,20,1,DNV-CD
139112,20,1,DNV-CD
139113,15,1,DNV-CD
139114,15,1,DNV-CD
139115,20,1,DNV-CD
139116,20,1,DNV-CD
139117,20,1,DNV-CD
139118,20,1,DNV-CD
139119,20,1,DNV-CD
139120,20,1,DNV-CD
139121,15,1,DNV-CD
139122,15,1,DNV-CD
139123,20,1,DNV-CD
139124,20,1,DNV-CD
139125,15,1,DNV-CD
139126,15,1,DNV-CD
139127,20,1,DNV-CD
139128,20,1,DNV-CD
139129,20,1,DNV-CD
139130,20,1,DNV-CD
139131,20,1,DNV-CD
139132,20,1,DNV-CD
139133,15,1,DNV-CD
139134,15,1,DNV-CD
139135,20,1,DNV-CD
139136,20,1,DNV-CD
139137,15,1,DNV-CD
139138,15,1,DNV-CD
139139,20,1,DNV-CD
139140,20,1,DNV-CD
139141,20,1,DNV-CD
139142,20,1,DNV-CD
139143,20,1,DNV-CD
139144,20,1,DNV-CD
139145,15,1,DNV-CD
139146,15,1,DNV-CD
139147,20,1,DNV-CD
139148,20,1,DNV-CD
139149,15,1,DNV-CD
139150,15,1,DNV-CD
139151,20,1,DNV-CD
139152,20,1,DNV-CD
139153,20,1,DNV-CD
139154,20,1,DNV-CD
139155,20,1,DNV-CD
139156,20,1,DNV-CD
139157,15,1,DNV-CD
139158,15,1,DNV-CD
139159,20,1,DNV-CD
139160,20,1,DNV-CD
139161,15,1,DNV-CD
139162,15,1,DNV-CD
139163,20,1,DNV-CD
139164,20,1,DNV-CD
139165,20,1,DNV-CD
139166,20,1,DNV-CD
139167,20,1,DNV-CD
139168,20,1,DNV-CD
139169,15,1,DNV-CD
139170,15,1,DNV-CD
139171,20,1,DNV-CD
139172,20,1,DNV-CD
139173,15,1,DNV-CD
139174,15,1,DNV-CD
139175,20,1,DNV-CD
139176,20,1,DNV-CD
139177,20,1,DNV-CD
139178,20,1,DNV-CD
139179,20,1,DNV-CD
139180,20,1,DNV-CD
139181,15,1,DNV-CD
139182,15,1,DNV-CD
139183,20,1,DNV-CD
139184,20,1,DNV-CD
139185,15,1,DNV-CD
139186,15,1,DNV-CD
139187,20,1,DNV-CD
139188,20,1,DNV-CD
139189,20,1,DNV-CD
139190,20,1,DNV-CD
139191,20,1,DNV-CD
139192,20,1,DNV-CD
139193,15,1,DNV-CD
139194,15,1,DNV-CD
139195,20,1,DNV-CD
139196,20,1,DNV-CD
139197,15,1,DNV-CD
139198,15,1,DNV-CD
139199,20,1,DNV-CD
139200,20,1,DNV-CD
139201,20,1,DNV-CD
139202,20,1,DNV-CD
139203,20,1,DNV-CD
139204,20,1,DNV-CD
139205,15,1,DNV-CD
139206,15,1,DNV-CD
139207,20,1,DNV-CD
139208,20,1,DNV-CD
139209,15,1,DNV-CD
139210,15,1,DNV-CD
139211,20,1,DNV-CD
139212,20,1,DNV-CD
139213,20,1,DNV-CD
139214,20,1,DNV-CD
139215,20,1,DNV-CD
139216,20,1,DNV-CD
139217,15,1,DNV-CD
139218,15,1,DNV-CD
139219,20,1,DNV-CD
139220,20,1,DNV-CD
139221,15,1,DNV-CD
139222,15,1,DNV-CD
139223,20,1,DNV-CD
139224,20,1,DNV-CD
139225,20,1,DNV-CD
139226,20,1,DNV-CD
139227,20,1,DNV-CD
139228,20,1,DNV-CD
139229,15,1,DNV-CD
139230,15,1,DNV-CD
139231,20,1,DNV-CD
139232,20,1,DNV-CD
139233,15,1,DNV-CD
139234,15,1,DNV-CD
139235,20,1,DNV-CD
139236,20,1,DNV-CD
139237,20,1,DNV-CD
139238,20,1,DNV-CD
139239,20,1,DNV-CD
139240,20,1,DNV-CD
139241,15,1,DNV-CD
139242,15,1,DNV-CD
139243,20,1,DNV-CD
139244,20,1,DNV-CD
139245,15,1,DNV-CD
139246,15,1,DNV-CD
139247,20,1,DNV-CD
139248,20,1,DNV-CD
139249,20,1,DNV-CD
139250,20,1,DNV-CD
139251,20,1,DNV-CD
139252,20,1,DNV-CD
139253,15,1,DNV-CD
139254,15,1,DNV-CD
139255,20,1,DNV-CD
139256,20,1,DNV-CD
139257,15,1,DNV-CD
139258,15,1,DNV-CD
139259,20,1,DNV-CD
139260,20,1,DNV-CD
139261,20,1,DNV-CD
139262,20,1,DNV-CD
139263,20,1,DNV-CD
139264,20,1,DNV-CD
139265,15,1,DNV-CD
139266,15,1,DNV-CD
139267,20,1,DNV-CD
139268,20,1,DNV-CD
139269,15,1,DNV-CD
139270,15,1,DNV-CD
139271,20,1,DNV-CD
139272,20,1,DNV-CD
139273,20,1,DNV-CD
139274,20,1,DNV-CD
139275,20,1,DNV-CD
139276,20,1,DNV-CD
139277,15,1,DNV-CD
139278,15,1,DNV-CD
139279,20,1,DNV-CD
139280,20,1,DNV-CD
139281,15,1,DNV-CD
139282,15,1,DNV-CD
139283,20,1,DNV-CD
139284,20,1,DNV-CD
139285,20,1,DNV-CD
139286,20,1,DNV-CD
139287,20,1,DNV-CD
139288,20,1,DNV-CD
139289,15,1,DNV-CD
139290,15,1,DNV-CD
139291,20,1,DNV-CD
139292,20,1,DNV-CD
139293,15,1,DNV-CD
139294,15,1,DNV-CD
139295,20,1,DNV-CD
139296,20,1,DNV-CD
139297,18,1,DNV-CD
139298,18,1,DNV-CD
139299,18,1,DNV-CD
139300,18,1,DNV-CD
139301,18,1,DNV-CD
139302,15,1,DNV-CD
139303,18,1,DNV-CD
139304,15,1,DNV-CD
139305,18,1,DNV-CD
139306,18,1,DNV-CD
139307,18,1,DNV-CD
139308,18,1,DNV-CD
139309,18,1,DNV-CD
139310,15,1,DNV-CD
139311,18,1,DNV-CD
139312,15,1,DNV-CD
139313,18,1,DNV-CD
139314,18,1,DNV-CD
139315,18,1,DNV-CD
139316,18,1,DNV-CD
139317,18,1,DNV-CD
139318,15,1,DNV-CD
139319,18,1,DNV-CD
139320,15,1,DNV-CD
139321,18,1,DNV-CD
139322,18,1,DNV-CD
139323,18,1,DNV-CD
139324,18,1,DNV-CD
139325,18,1,DNV-CD
139326,15,1,DNV-CD
139327,18,1,DNV-CD
139328,15,1,DNV-CD
139329,18,1,DNV-CD
139330,18,1,DNV-CD
139331,18,1,DNV-CD
139332,18,1,DNV-CD
139333,18,1,DNV-CD
139334,15,1,DNV-CD
139335,18,1,DNV-CD
139336,15,1,DNV-CD
139337,18,1,DNV-CD
139338,18,1,DNV-CD
139339,18,1,DNV-CD
139340,18,1,DNV-CD
139341,18,1,DNV-CD
139342,15,1,DNV-CD
139343,18,1,DNV-CD
139344,15,1,DNV-CD
139345,18,1,DNV-CD
139346,18,1,DNV-CD
139347,18,1,DNV-CD
139348,18,1,DNV-CD
139349,18,1,DNV-CD
139350,15,1,DNV-CD
139351,18,1,DNV-CD
139352,15,1,DNV-CD
139353,18,1,DNV-CD
139354,18,1,DNV-CD
139355,18,1,DNV-CD
139356,18,1,DNV-CD
139357,18,1,DNV-CD
139358,15,1,DNV-CD
139359,18,1,DNV-CD
139360,15,1,DNV-CD
139361,18,1,DNV-CD
139362,18,1,DNV-CD
139363,18,1,DNV-CD
139364,18,1,DNV-CD
139365,18,1,DNV-CD
139366,15,1,DNV-CD
139367,18,1,DNV-CD
139368,15,1,DNV-CD
139369,18,1,DNV-CD
139370,18,1,DNV-CD
139371,18,1,DNV-CD
139372,18,1,DNV-CD
139373,18,1,DNV-CD
139374,15,1,DNV-CD
139375,18,1,DNV-CD
139376,15,1,DNV-CD
139377,18,1,DNV-CD
139378,18,1,DNV-CD
139379,18,1,DNV-CD
139380,18,1,DNV-CD
139381,18,1,DNV-CD
139382,15,1,DNV-CD
139383,18,1,DNV-CD
139384,15,1,DNV-CD
139385,18,1,DNV-CD
139386,18,1,DNV-CD
139387,18,1,DNV-CD
139388,18,1,DNV-CD
139389,18,1,DNV-CD
139390,15,1,DNV-CD
139391,18,1,DNV-CD
139392,15,1,DNV-CD
139393,18,1,DNV-CD
139394,18,1,DNV-CD
139395,18,1,DNV-CD
139396,18,1,DNV-CD
139397,18,1,DNV-CD
139398,15,1,DNV-CD
139399,18,1,DNV-CD
139400,15,1,DNV-CD
139401,18,1,DNV-CD
139402,18,1,DNV-CD
139403,18,1,DNV-CD
139404,18,1,DNV-CD
139405,18,1,DNV-CD
139406,15,1,DNV-CD
139407,18,1,DNV-CD
139408,15,1,DNV-CD
139409,18,1,DNV-CD
139410,18,1,DNV-CD
139411,18,1,DNV-CD
139412,18,1,DNV-CD
139413,18,1,DNV-CD
139414,15,1,DNV-CD
139415,18,1,DNV-CD
139416,15,1,DNV-CD
139417,18,1,DNV-CD
139418,18,1,DNV-CD
139419,18,1,DNV-CD
139420,18,1,DNV-CD
139421,18,1,DNV-CD
139422,15,1,DNV-CD
139423,18,1,DNV-CD
139424,15,1,DNV-CD
139425,18,1,DNV-CD
139426,18,1,DNV-CD
139427,18,1,DNV-CD
139428,18,1,DNV-CD
139429,18,1,DNV-CD
139430,15,1,DNV-CD
139431,18,1,DNV-CD
139432,15,1,DNV-CD
139433,18,1,DNV-CD
139434,18,1,DNV-CD
139435,18,1,DNV-CD
139436,18,1,DNV-CD
139437,18,1,DNV-CD
139438,15,1,DNV-CD
139439,18,1,DNV-CD
139440,15,1,DNV-CD
139441,18,1,DNV-CD
139442,18,1,DNV-CD
139443,18,1,DNV-CD
139444,18,1,DNV-CD
139445,18,1,DNV-CD
139446,15,1,DNV-CD
139447,18,1,DNV-CD
139448,15,1,DNV-CD
139449,18,1,DNV-CD
139450,18,1,DNV-CD
139451,18,1,DNV-CD
139452,18,1,DNV-CD
139453,18,1,DNV-CD
139454,15,1,DNV-CD
139455,18,1,DNV-CD
139456,15,1,DNV-CD
139457,18,1,DNV-CD
139458,18,1,DNV-CD
139459,18,1,DNV-CD
139460,18,1,DNV-CD
139461,18,1,DNV-CD
139462,15,1,DNV-CD
139463,18,1,DNV-CD
139464,15,1,DNV-CD
139465,18,1,DNV-CD
139466,18,1,DNV-CD
139467,18,1,DNV-CD
139468,18,1,DNV-CD
139469,18,1,DNV-CD
139470,15,1,DNV-CD
139471,18,1,DNV-CD
139472,15,1,DNV-CD
139473,18,1,DNV-CD
139474,18,1,DNV-CD
139475,18,1,DNV-CD
139476,18,1,DNV-CD
139477,18,1,DNV-CD
139478,15,1,DNV-CD
139479,18,1,DNV-CD
139480,15,1,DNV-CD
139481,18,1,DNV-CD
139482,18,1,DNV-CD
139483,18,1,DNV-CD
139484,18,1,DNV-CD
139485,18,1,DNV-CD
139486,15,1,DNV-CD
139487,18,1,DNV-CD
139488,15,1,DNV-CD
139489,18,1,DNV-CD
139490,18,1,DNV-CD
139491,18,1,DNV-CD
139492,18,1,DNV-CD
139493,18,1,DNV-CD
139494,15,1,DNV-CD
139495,18,1,DNV-CD
139496,15,1,DNV-CD
139497,18,1,DNV-CD
139498,18,1,DNV-CD
139499,18,1,DNV-CD
139500,18,1,DNV-CD
139501,18,1,DNV-CD
139502,15,1,DNV-CD
139503,18,1,DNV-CD
139504,15,1,DNV-CD
139505,18,1,DNV-CD
139506,18,1,DNV-CD
139507,18,1,DNV-CD
139508,18,1,DNV-CD
139509,18,1,DNV-CD
139510,15,1,DNV-CD
139511,18,1,DNV-CD
139512,15,1,DNV-CD
139513,18,1,DNV-CD
139514,18,1,DNV-CD
139515,18,1,DNV-CD
139516,18,1,DNV-CD
139517,18,1,DNV-CD
139518,15,1,DNV-CD
139519,18,1,DNV-CD
139520,15,1,DNV-CD
139521,18,1,DNV-CD
139522,18,1,DNV-CD
139523,18,1,DNV-CD
139524,18,1,DNV-CD
139525,18,1,DNV-CD
139526,15,1,DNV-CD
139527,18,1,DNV-CD
139528,15,1,DNV-CD
139529,18,1,DNV-CD
139530,18,1,DNV-CD
139531,18,1,DNV-CD
139532,18,1,DNV-CD
139533,18,1,DNV-CD
139534,15,1,DNV-CD
139535,18,1,DNV-CD
139536,15,1,DNV-CD
139537,18,1,DNV-CD
139538,18,1,DNV-CD
139539,18,1,DNV-CD
139540,18,1,DNV-CD
139541,18,1,DNV-CD
139542,15,1,DNV-CD
139543,18,1,DNV-CD
139544,15,1,DNV-CD
139545,18,1,DNV-CD
139546,18,1,DNV-CD
139547,18,1,DNV-CD
139548,18,1,DNV-CD
139549,18,1,DNV-CD
139550,15,1,DNV-CD
139551,18,1,DNV-CD
139552,15,1,DNV-CD
139553,18,1,DNV-CD
139554,18,1,DNV-CD
139555,18,1,DNV-CD
139556,18,1,DNV-CD
139557,18,1,DNV-CD
139558,15,1,DNV-CD
139559,18,1,DNV-CD
139560,15,1,DNV-CD
139561,18,1,DNV-CD
139562,18,1,DNV-CD
139563,18,1,DNV-CD
139564,18,1,DNV-CD
139565,18,1,DNV-CD
139566,15,1,DNV-CD
139567,18,1,DNV-CD
139568,15,1,DNV-CD
139569,18,1,DNV-CD
139570,18,1,DNV-CD
139571,18,1,DNV-CD
139572,18,1,DNV-CD
139573,18,1,DNV-CD
139574,15,1,DNV-CD
139575,18,1,DNV-CD
139576,15,1,DNV-CD
139577,18,1,DNV-CD
139578,18,1,DNV-CD
139579,18,1,DNV-CD
139580,18,1,DNV-CD
139581,18,1,DNV-CD
139582,15,1,DNV-CD
139583,18,1,DNV-CD
139584,15,1,DNV-CD
139585,18,1,DNV-CD
139586,18,1,DNV-CD
139587,18,1,DNV-CD
139588,18,1,DNV-CD
139589,18,1,DNV-CD
139590,15,1,DNV-CD
139591,18,1,DNV-CD
139592,15,1,DNV-CD
139593,18,1,DNV-CD
139594,18,1,DNV-CD
139595,18,1,DNV-CD
139596,18,1,DNV-CD
139597,18,1,DNV-CD
139598,15,1,DNV-CD
139599,18,1,DNV-CD
139600,15,1,DNV-CD
139601,18,1,DNV-CD
139602,18,1,DNV-CD
139603,18,1,DNV-CD
139604,18,1,DNV-CD
139605,18,1,DNV-CD
139606,15,1,DNV-CD
139607,18,1,DNV-CD
139608,15,1,DNV-CD
139609,18,1,DNV-CD
139610,18,1,DNV-CD
139611,18,1,DNV-CD
139612,18,1,DNV-CD
139613,18,1,DNV-CD
139614,15,1,DNV-CD
139615,18,1,DNV-CD
139616,15,1,DNV-CD
139617,18,1,DNV-CD
139618,18,1,DNV-CD
139619,18,1,DNV-CD
139620,18,1,DNV-CD
139621,18,1,DNV-CD
139622,15,1,DNV-CD
139623,18,1,DNV-CD
139624,15,1,DNV-CD
139625,18,1,DNV-CD
139626,18,1,DNV-CD
139627,18,1,DNV-CD
139628,18,1,DNV-CD
139629,18,1,DNV-CD
139630,15,1,DNV-CD
139631,18,1,DNV-CD
139632,15,1,DNV-CD
139633,18,1,DNV-CD
139634,18,1,DNV-CD
139635,18,1,DNV-CD
139636,18,1,DNV-CD
139637,18,1,DNV-CD
139638,15,1,DNV-CD
139639,18,1,DNV-CD
139640,15,1,DNV-CD
139641,18,1,DNV-CD
139642,18,1,DNV-CD
139643,18,1,DNV-CD
139644,18,1,DNV-CD
139645,18,1,DNV-CD
139646,15,1,DNV-CD
139647,18,1,DNV-CD
139648,15,1,DNV-CD
139649,18,1,DNV-CD
139650,18,1,DNV-CD
139651,18,1,DNV-CD
139652,18,1,DNV-CD
139653,18,1,DNV-CD
139654,15,1,DNV-CD
139655,18,1,DNV-CD
139656,15,1,DNV-CD
139657,18,1,DNV-CD
139658,18,1,DNV-CD
139659,18,1,DNV-CD
139660,18,1,DNV-CD
139661,18,1,DNV-CD
139662,15,1,DNV-CD
139663,18,1,DNV-CD
139664,15,1,DNV-CD
139665,18,1,DNV-CD
139666,18,1,DNV-CD
139667,18,1,DNV-CD
139668,18,1,DNV-CD
139669,18,1,DNV-CD
139670,15,1,DNV-CD
139671,18,1,DNV-CD
139672,15,1,DNV-CD
139673,18,1,DNV-CD
139674,18,1,DNV-CD
139675,18,1,DNV-CD
139676,18,1,DNV-CD
139677,18,1,DNV-CD
139678,15,1,DNV-CD
139679,18,1,DNV-CD
139680,15,1,DNV-CD
139681,18,1,DNV-CD
139682,18,1,DNV-CD
139683,18,1,DNV-CD
